
選舉年,市縣別,鄉鎮市,村里別,姓      名,職稱,性別,黨籍,村里辦公處(服務處)地址,辦公電話,電子信箱,學    歷,簡     歷,所轄鄰數,布落格,連結網頁
107年度村里長選舉,新竹市,東區,光鎮里,莊　金清,里長,男,,(300)新竹市東區光鎮里南大路846巷20號,03-5248693,,專科,"一、 中興紡織楊梅化纖廠主任退休 
二、 泰興工程顧問公司經理退休 
三、新竹市第18.19.20屆里長",24,,
107年度村里長選舉,新竹市,東區,新興里,張　進明,里長,男,,(300)新竹市東區新興里西大路135巷23弄8-1號,03-5625208,,碩士,"1. 吉悌電信：工程師、職工福利委員、工會常務理事。 
2. 大華技術學院：兼任講師。 
3. 新竹縣環保局：僱員。 
4. 寺前社區發展協會：總幹事。",26,,
107年度村里長選舉,新竹市,東區,柴橋里,黃　桂蘭,里長,女,,(300)新竹市東區柴橋里明湖路650巷35號,03-5200363,,高商,"1.現任第廿屆柴橋里里長 
2. 現任新竹市東區客家文化及客語推行委員 
3. 現任第三分局青草湖派出所義警顧問 
4. 現任第三分局青草湖派出所警友 
5. 現任第三分局青草湖派出所志工分隊長 
6. 現任中國國民黨新竹市東區黨部委員",21,,
107年度村里長選舉,新竹市,東區,高峰里,郭　朋鑫,里長,男,,(300)新竹市東區高峰里高翠路175號,03-6686260,,高中,現任高峰里里長,32,,
107年度村里長選舉,新竹市,東區,仙宮里,張　水源,里長,男,,(300)新竹市東區仙宮里寶山路452巷12弄20號,,,初中,"仙宮里第17、18、19屆里長 
仙宮社區發展協會第4、5屆理事長 
仙宮伯公文化促進會理事長 
仙宮巡守隊隊長",9,,
107年度村里長選舉,新竹市,東區,光明里,趙　 強,里長,男,中國國民黨,(300)新竹市東區光明里光復路二段155巷10弄1-1號4樓,03-5726257,,後備動員管理學校,"1.現任里長曾任第18 19 20屆里長獲評鑑特優里長
2.國立清華大學教官楷模
3.新竹地方法院評選首屆國民法官
4.首屆全國治安標竿社區巡守隊隊長
5.行政院國軍退除役官兵輔導委員會新竹榮民楷模
6.光明社區發展協會理事長獲內政部評鑑績優社區
7.光明社區環保志工隊隊長
8.社區老人關懷據點負責人。",28,,
107年度村里長選舉,新竹市,東區,立功里,郭　天寶,里長,男,中國國民黨,(300)新竹市東區立功里光復路2段42巷12弄6號,03-5714772,,國中,"新竹市東區立功里第十九、二十屆里長 
新竹市東區第六屆里長聯誼會會長 
新竹市東區第五屆立功社區發展協會理事",12,,
107年度村里長選舉,新竹市,東區,軍功里,潘　柏璋,里長,男,中國國民黨,(300)新竹市東區軍功里建功一路51巷16號,03-5716584,,高中,"柯俊雄立法委員國會助理 
新竹市許明財市長競選總部秘書 
新竹市東區軍功里第二十屆里長 
新竹市東區軍功社區發展協會理事長 
新竹市東區軍功社區巡守隊隊長 
新竹市東區軍功豐功福德宮主任委員 
新竹市東區軍功社區老人關懷站據點站長",40,,
107年度村里長選舉,新竹市,東區,建功里,邱　漢奇,里長,男,中國國民黨,(300)新竹市東區建功里金城一路81號2樓之2,03-5725212,,高中,"1.建功里里長 
2.仁風福德宮會長 
3.建功里風收站站長 
4.建功里環保志工隊創隊長 
5.東區輔導中心主任 
6.空工長青會員7.鴻展花店負責人。 
曾任 
1.立委呂學樟秘書2.日新新村自治會會長3.華夏金城社區委員4.建功 
國小會長5.培英國中副會長6.建功高中委員7.光復高中校友監事8.擎 
天自強會總幹事9.後憲荷松會理事長10.選委會監察委員11.埔頂警友 
顧問。",21,,
107年度村里長選舉,新竹市,東區,前溪里,温　文泰,里長,男,,(300)新竹市東區前溪里溪埔路208號,,,高中,"新竹市前溪里永豐宮管理委員會 
任委員 
新竹市風城長青會 總幹事 
新竹市東區前溪里 里長",16,,
107年度村里長選舉,新竹市,東區,水源里,黃　金海,里長,男,,(300)新竹市東區水源里原興路299號,,,國中,"1.台灣農田水利會會務委員 
2.新竹市水源里19、20屆里長",23,,
107年度村里長選舉,新竹市,東區,千甲里,曾　資強,里長,男,,(300)新竹市東區千甲里千甲路295號,,,大學,"1.千甲里里長（18～20）屆 
2.東區調解委員會委員（6-7）屆 
3.會計事務員 
4.立法委員柯建銘服務處助理 
5.市議員曾資程服務處助理 
6.埔頂義消副小隊長 
7.後備憲兵東區幹事 
8.世界展望會貧困兒童長期認養人 
9.慈濟基金會捐助會員",12,,
107年度村里長選舉,新竹市,東區,埔頂里,彭　江,里長,男,,(300)新竹市東區埔頂里埔頂路100巷30號,03-5772288,,國中,"曾任4屆里長 
埔頂社區發展協會 
總幹事與理事長 
龍山國小家長會長 
光武國中家長會長 
埔頂慈雲庵總幹事",25,,
107年度村里長選舉,新竹市,東區,龍山里,張　文興,里長,男,中國國民黨,(300)新竹市東區龍山里龍山西路111號,03-5790159,,碩士,"一、新竹市東區龍山社區發展協會常務理事。 
二、新竹市東區龍山巡守隊顧問。 
三、新竹市東區龍山福德宮副主委 
四、新竹市光復高級中學講師。 
五、新竹市家長會長協會理事長。 
六、新竹市體育會拔河委員會主任委員。 
七、新竹市消防局義消顧問。",18,,
107年度村里長選舉,新竹市,東區,新莊里,盧　秋永,里長,男,,(300)新竹市東區新莊里新莊街266巷36弄31號,03-6662777,,大學,"筆順有限公司負責人 
大華科技大學校友會榮譽理事長 
關東國小家長會榮譽理事長 
新竹市家長協會理事 
超級禮品聯盟理監事 
十大傑出青年選拔委員會 
水電公會顧問 
台北市攝影協會",29,,
107年度村里長選舉,新竹市,東區,仙水里,林　明志,里長,男,中國國民黨,(300)新竹市東區仙水里光復路一段525巷67號,03-5775668,,初中,"1. 仙水里第15、16、17、18、19、20屆里長 
2. 內政部106年度特優里長 
3. 仙水社區發展協會榮譽理事長 
4. 槺榔伯公文化促進會理事長 
5. 仙水里鎮安宮管理委員 
6. 新竹彰化同鄉會榮譽副理事長 
7. 國際關東獅子會理事 
8. 新竹市汽車服務業職業工會常務理事 
9. 新竹市綜合產業暨觀光發展協進會總幹事 
10. 新竹市關馨長青協會常務理事",20,,
107年度村里長選舉,新竹市,東區,金山里,吳　慶杰,里長,男,,(300)新竹市東區金山里光復路1段163巷7號,03-5772652,,高中,"前新竹市東區金山里里長與金山社區發展協會創會理事 
長。現為金山面米店老闆、金山面文史工作室負責人、 
新竹市米谷公會常務理事、新竹市文獻小組委員、新竹 
市客家事務委員會委員、客委會諮 
詢委員。著有：《矽谷幽蘭─金山 
面》、「風起雲湧」金山面》、 
《竹中鄉土誌》、《蓄大豬把門風》 
等書。",27,,
107年度村里長選舉,新竹市,東區,關東里,徐　水蓮,里長,女,,(300)新竹市東區關東里關東路192號,03-5798966,,高中,"婦宣寶山分隊總幹事 
東元綜合醫院活動組長 
慈濟環保志工 
開台金山寺志工 
大崎社區理事長 
關東社區總幹事 
關東里20屆里長 
新竹市第七屆、八屆客家事務委員會委員。",10,,
107年度村里長選舉,新竹市,東區,科園里,徐　兆生,里長,男,,(300)新竹市東區科園里科學園路68號,03-5773761,,高工,"現任科園里里長 
科園里環保志工隊隊長 
科園里巡守隊隊長 
新竹市深耕關懷協會理事長 
新竹市松竹長青會理事長 
科園里三福宮主任委員 
文瓊山福德宮總幹事 
徐氏宗親會會長 
曾任 
中美矽晶公司副理 
香港佳華公司高級工程師 
山東省海灣電子高級工程師 
龍信遊覽公司業務 
司機",26,,
107年度村里長選舉,新竹市,東區,建華里,徐　良芳,里長,男,,(300)新竹市東區建華里東南街210巷44號,,,"國小 
新竹一中 
（建華國中）","新竹市議會 
新竹市環境保護局 
新竹市建華里第十八、十九、二十屆里長 
新竹市幸福學堂人文促進會榮譽理事",15,,
107年度村里長選舉,新竹市,東區,新光里,何　智昌,里長,男,,(300)新竹市東區新光里明湖路215號,03-5242699,,專科,"團管區後備軍人輔導中心督導 
宋楚瑜競選總統新竹競選總部執行秘書 
陽光國小設校委員 
上揚律師事務所主任 
義警第三中隊幹事 
前議長鄭成光特別助理 
開天宮秘書 
內天后宮董事 
世界客屬新竹分會理事新 
大眾廟副總幹事 
副議長許修睿特別助理 
新光里環保志工隊長 
新光里巡守隊長 
新光里里長",21,,
107年度村里長選舉,新竹市,東區,復興里,張　浩燃,里長,男,,(300)新竹市東區復興里民生路222巷30弄18號,03-5224384,,高中,"復興里里長。 
東區里長聯誼會會長。 
復興社區發展協會理事長。 
復興社區巡守隊隊長。 
復興里環保志工隊隊長。 
姜寮土地公管理委員會委員。 
真福地土地公管理委員會委員。",18,,
107年度村里長選舉,新竹市,東區,錦華里,廖　淑君,里長,女,,(300)新竹市東區錦華里世界街33號7樓,,,專科,"1. 新竹市東區錦華里5鄰102年─107年鄰長 
2.新竹國賓大飯店房管專員 
3.長頸鹿美語專業美語教師 
4. 米分十方股份有限公司負責人",20,,
107年度村里長選舉,新竹市,東區,湖濱里,呂　連村,里長,男,,(300)新竹市東區湖濱里明湖路400巷45弄15號,03-5203215,,國中,"第二十屆湖濱里里長 
湖濱社區發展協會理事長 
湖濱里環保義工隊隊長 
湖濱里社區巡守隊隊長",19,,
107年度村里長選舉,新竹市,東區,明湖里,林　汶蓉,里長,女,,(300)新竹市東區明湖里明湖路1050巷180號,,,屏東技術學院,"1. 明湖社區發展協會活動組組長 
2.春福江山管委會委員 
3. 明湖社區生活圈網路社團及活動發起人 
4. 大甲觀光商圈管委會財務長 
5.紅豆咖啡驛站店長 
6. 中科購物廣場產學合作負責人 
7. 深耕實業公司規劃部（公益、企業講座、行銷、招商）",22,,
107年度村里長選舉,新竹市,東區,關新里,黃　雅卿,里長,男,,(300)新竹市東區關新里光復路一段362之20號,03-5775588,,大學,"新竹市20屆東區關新里里長 
新竹市關新人文發展協會理事長 
SOGO百貨媒體公關部 
立智公關公司AE",9,,
107年度村里長選舉,新竹市,北區,西門里,曾　再霖,里長,男,,(300)新竹市北區西門里江山街13號,03-5260099,,新竹市光復中學畢業,"１、 新竹市第十九、二十屆西門里，現任里長 
２、 新竹市印刷商業同業公會理事 
３、 新竹縣打字複印職 業工會理事長 
４、 西門民防分隊副會長 
５、 西門、南門警友站顧問 
６、 西門義警分隊顧問",10,,
107年度村里長選舉,新竹市,北區,仁德里,曾　文澂,里長,男,,(300)新竹市北區仁德里仁德街17號,03-5253895,,高職,"曾任： 
第10-14，16-20屆里長 
強生製藥公司會計組長 
新竹貨運公司課長及產業工會首屆常務理事 
新竹市北區基層建設促進會理事 
現任： 
新竹市曾氏宗親會常務理事 
新竹市北區仁德社區發展協會理事長 
新竹市北辰宮管理委員會副主委 
仁德里巡守隊暨環保志工隊隊長",13,,
107年度村里長選舉,新竹市,北區,潛園里,莊　榮文,里長,男,,(300)新竹市北區潛園里集和街27號,03-5249075,,新竹市第一中學肄業,"① 潛園里第15、16、 17、18、19、20屆里長 
② 新竹市莊姓宗親會理事長 
③ 潛園社區發展協會創會理事長 
④ 永吉長青老人福利協進會總幹事 
⑤ 新竹都城隍廟義工總會長 
⑥ 新竹市北區調解委員 
⑦ 全國莊嚴宗親會理事",14,,
107年度村里長選舉,新竹市,北區,中央里,彭　垂東,里長,男,,(300)新竹市北區中央里西安街5巷12號,03-5231670,,高中,"第十九、二十屆中央里里長 
第十六、十七、十八屆7鄰鄰長",10,,
107年度村里長選舉,新竹市,北區,崇禮里,鄭　陳淑貞,里長,女,,(300)新竹市北區崇禮里集福街28號,03-5223304,,國小,"崇禮里里長 
崇禮社區理事長 
崇禮巡守隊隊長",14,,
107年度村里長選舉,新竹市,北區,石坊里,彭　陳玉真,里長,女,,(300)新竹市北區石坊里石坊街58號,03-5216558,,新竹市民富國小,"1、 新竹市警察局西門民防分隊顧問團會長 
2、 新竹市第十九、二十屆石坊里里長 
3、 新竹市民防總隊義勇警察大隊第三中隊顧問 
4、 新竹市北區石坊社區發展協會理事長",12,,
107年度村里長選舉,新竹市,北區,興南里,楊　賜濱,里長,男,,(300)新竹市北區興南里西門街182巷10號,03-5251238,,高職,"1. 觀護協會會員。 
2. 內天后宮監察人。 
3. 西門義警小隊長。 
4. 竹風弱勢關懷協會會員。 
5. 第十九、二十屆興南里里長。",11,,
107年度村里長選舉,新竹市,北區,北門里,鄭　欽耀,里長,男,,(300)新竹市北區北門里北門街153號,03-5252519,,高中,"新竹市北門社區發展協會創會理事長 
北壇水田福德宮重建發起人 
新竹市北區基層建設促進會會長 
新竹市北區第一屆調解委員 
中華民國警察之友會第一辦事處副主任 
北門里第14、15、16、17、18、19、20屆里長",17,,
107年度村里長選舉,新竹市,北區,中興里,黃　丞廷,里長,男,,(300)新竹市北區中興里長安街66號,03-5213372,,高職,"晶元光電 
黃合發盛記",12,,
107年度村里長選舉,新竹市,北區,大同里,韋　宗賢,里長,男,,(300)新竹市北區大同里北大路103號,03-5328380,,專科,"新竹市國際傑人會2004會長 
國際傑人會、中華民國總會2006年副總會長 
新竹市稅務協會第10屆、11屆會長 
新竹市觀護協會第16屆、17屆理事長 
新竹市大同里第20屆里長",13,,
107年度村里長選舉,新竹市,北區,中山里,郭　瑞誠,里長,男,,(300)新竹市北區中山里中山路11號,03-5285007,,明新科技大學進修部,"新竹市北區中山里里長 
107年度特優里長 
新竹市東門國小家長會榮譽會長 
新竹市北區調解委員會委員 
新竹市中山社區發展協會理事長 
新竹市北區後備軍人輔導中心主任 
新竹市農會代表 
新竹市網球委員會委員 
新竹都城隍廟公關組",14,,
107年度村里長選舉,新竹市,北區,長和里,楊　金土,里長,男,,(300)新竹市北區長和里愛文街34號,03-5251818,,"初中 
國立中興大學夜間部宗教經營與寺廟管理班結業","長和里里長 
新竹市北區基層建設促進會會長 
長和社區理事長 
長和里巡守隊隊長 
新竹市政府勞資爭議調解委員 
新竹市北區調解委員 
新竹市警察之友會第一辦事處北門站站長 
長和宮主任委員 
水仙宮主任委員 
中華道教團體聯合總會副總會長",13,,
107年度村里長選舉,新竹市,北區,新民里,張　金潔,里長,男,,(300)新竹市北區新民里西大路582巷23號,03-5257466,,國小,"現任里長 
新民里巡守隊隊長 
新民里義工隊隊長 
新民社區發展協會理事長 
仁德造街促進會理事 
北辰宮福德正神委員 
新竹市禮儀教育學會第二屆常務監事",13,,
107年度村里長選舉,新竹市,北區,民富里,沈　朝旺,里長,男,,(300)新竹市北區民富里經國路二段266號2樓,03-5345028,,"民富國小 
成德國中 
世界工商","民富里里長 
民富社區巡守隊隊長 
私立幼福幼兒園創辦人 
私立喬治叔叔幼兒園創辦人 
中央獅子會職員 
新竹市救急會理事 
新竹市民眾服務社理事 
民富國小校友會理事 
民富社區發展協會前理事長及總幹事",22,,
107年度村里長選舉,新竹市,北區,水田里,鄭　秀鳳,里長,女,,(300)新竹市北區水田里水田街50巷32號,03-5326259,,"國小 
明新科大樂齡大學結業","水田社區發展協會理事長 
新竹市婦女關懷協會常務理事 
新竹市竹光長青會理事 
新竹市北門國小教育儲備戶管理小組委員 
水田乾德宮常年志工",25,,
107年度村里長選舉,新竹市,北區,文雅里,朱　毅,里長,男,,(300)新竹市北區文雅里國光街18巷14號,03-5349094,,亞太創意技術學院肄業,"1.文雅社區發展協會會員 
2.文雅社區巡守隊隊員 
3.北星福德宮值年副爐主 
4.芙洛麗精品飯店音控室技師 
5.聚星整合行銷有限公司執行製作",24,,
107年度村里長選舉,新竹市,北區,光田里,莊　火炎,里長,男,,(300)新竹市北區光田里水田街146號,03-5318181,j0932936868@gmail.com,新竹建華國民中學畢業,"新竹市北門國小家長會會長 
新竹市中正獅子會會長 
桃竹苗地區獅子會秘書長 
民國75年全國好人好事代表 
新竹市北區調解委員會第2到7屆委員 
新竹市北區調解委員會第6屆主席 
新竹市光田里第14到20屆里長",18,,
107年度村里長選舉,新竹市,北區,士林里,黃　偉文,里長,男,,(300)新竹市北區士林里吉羊路96號1樓,,,元培醫事技術專科學校畢業,"里長 
新竹市自然生活協會理事長",13,,
107年度村里長選舉,新竹市,北區,福林里,鄭　榮一,里長,男,,(300)新竹市北區福林里東大路二段173巷11號,03-5316835,,國小,"北區福林里里長 
東大福德宮主任委員 
東大福德長青協會理事長 
樹林頭文化發展協會理事長 
樹林頭巡守隊副隊長",20,,
107年度村里長選舉,新竹市,北區,古賢里,王　泰山,里長,男,,(300)新竹市北區古賢里東大路三段110巷2弄5之5號,03-5427714,,國中,"網球協會會長 
果菜公會常務理事 
七伍宮宮廟主委",9,,
107年度村里長選舉,新竹市,北區,湳雅里,杜　榮輝,里長,男,,(300)新竹市北區湳雅里武陵路264巷53號,03-5317719,,國小,"1、湳雅派出所警友站站長。 
2、南邨福德宮主任委員。 
3、湳雅里第16、17、18、19屆里長。 
4、現任湳雅里巡守隊隊長。 
5、第20屆現任里長。",12,,
107年度村里長選舉,新竹市,北區,舊社里,戴　錦燦,里長,男,,(300)新竹市北區舊社里湳雅街313巷29弄15號,03-5314066,,初中,新竹市警察局第一分局樹林頭派出所義警分隊隊員、小隊長、分隊長，長達25年,23,,
107年度村里長選舉,新竹市,北區,武陵里,李　思民,里長,男,中國國民黨,(300)新竹市北區武陵里武陵西三路7號1樓,,,高工,"一、武陵社區發展協會理事長 
二、武陵社區巡守隊隊長 
三、天宏生命禮儀公司副總 
四、國際獅子會300-G1區會員 
五、壹佰家不動產公司負責人",32,,
107年度村里長選舉,新竹市,北區,南寮里,彭　木泉,里長,男,,(300)新竹市北區南寮里南寮街52號,03-5363622,,國中,"新竹區漁會理事長 
南寮里里長",23,,
107年度村里長選舉,新竹市,北區,舊港里,蔡　松根,里長,男,中國國民黨,(300)新竹市北區舊港里舊港47號,03-5368893,,高工,"舊港里第19、20屆里長 
南寮國小第10、12任家長會會長 
富美宮第9屆管理委員會委員",10,,
107年度村里長選舉,新竹市,北區,康樂里,林　再興,里長,男,,(300)新竹市北區康樂里東大路三段430巷31號,03-5366059,,初中,康樂里里長,9,,
107年度村里長選舉,新竹市,北區,港北里,曾　欽裕,里長,男,,(300)新竹市北區港北里西濱路一段152號,03-5365326,,亞太創意技術學院,"港北樂鄰關懷協會理事長 
南寮義消顧問 
南寮民防顧問 
南寮警友站副站長 
港北社區理事 
港清宮常務監委",13,,
107年度村里長選舉,新竹市,北區,中寮里,彭　燦蓮,里長,女,,(300)新竹市北區中寮里延平路三段529號,,,國中,中寮里第18、19、20屆里長,17,,
107年度村里長選舉,新竹市,北區,海濱里,彭　永泰,里長,男,,(300)新竹市北區海濱里西濱路一段255巷13號,03-5361966,,國小,"現任海濱里里長 
海濱里巡守隊隊長 
新竹市水電職業工會代表 
新竹市彭氏祖祠董事 
新竹市代天府常務委員 
新竹市中清宮委員",18,,
107年度村里長選舉,新竹市,北區,客雅里,吳　啟川,里長,男,,(300)新竹市北區客雅里延平路一段261巷6弄20號,03-5236746,,國小,"新竹市福緣長青會創會理事長 
新竹市好人好事運動協會第3、4屆理事長 
新竹市客雅社區發展協會第7屆理事長 
新竹市家具運送業職業理事長",7,,
107年度村里長選舉,新竹市,北區,育英里,郭　銘澤,里長,男,,(300)新竹市北區育英里中山路424號,03-5267522,,高職,"現任育英里里長 
育英社區發展協會理事長 
育英守望相助隊隊長 
新竹市船筏協會會員 
新竹市故事協會顧問",24,,
