
選舉年,市縣別,鄉鎮市,村里別,姓      名,職稱,性別,黨籍,村里辦公處(服務處)地址,辦公電話,電子信箱,學    歷,簡     歷,所轄鄰數,布落格,連結網頁
107年度村里長選舉,臺南市,新營區,民榮里,黃　新義,里長,男,民主進步黨,(730)臺南市新營區民榮里新進路二段445巷11弄19號,06-6561580,無,陽明工商,"現職民榮里第二屆里長 
大臺南職業總工會代表 
太安宮管理委員會　委員 
三聖宮管理委員會　委員 
新營區慢速壘球委員會副會長 
曾任民榮社區發展協會理事長",30,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,埤寮里,林　枝安,里長,男,無,(730)臺南市新營區埤寮里埤寮12之1號,06-6320619,,育德工商職業學校,"1.新營市第三、七、八屆市民代表 
2.新營市第五屆調解委員 
3.現任埤寮里伽藍廟委員 
4.埤寮社區發展協會理事長",12,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,護鎮里,陳　添龍,里長,男,無,(730)臺南市新營區護鎮里建國路302號,06-6333963,無,初中畢業,現任里長。,9,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,太南里,何　武祥,里長,男,無,(730)臺南市新營區太南里太子宮45-2號,0938-939218,無,南新國中畢業,太子宮太子爺廟副主任委員,18,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,太北里,王　献彰,里長,男,無,(730)臺南市新營區太北里太子宮45-2號,06-6523353,無,初中畢業,"1.現任太北里里長及太子社區發展協會理事長 
2.新營太子宮管理委員會主任委員 
3.臺南市南瀛道教會理事長 
4.中華民國柔道協會柔道五段 
5.80年全省特優里長 
6.101年全國特優里長 
7.107年臺南市特優里長",14,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,南紙里,王　信雄,里長,男,無,(730)臺南市新營區南紙里太子路157號,06-6563001,無,教育部專科畢業程度自學進修學力鑑定考試及格。,臺南縣木工工會理監事、南梓國小家長會委員、會長、臺灣更生保護會輔導員、中華民國營造建築技術協會理事、連任8屆南紙里長、臺南市102年度特優里長,22,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,嘉芳里,陳　慶章,里長,男,無,(730)臺南市新營區嘉芳里茄苳腳60號之14號,06-6523904,無,興國高中畢業。,臺南市第一、二屆嘉芳里里長。臺南縣國際同濟會秘書長。後憲憲兵隊顧問。鎮安殿廟顧問。守望相助巡守隊隊長。大將公廟重建主任委員。新營區公所行善團團員。,11,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,五興里,郭　茂松,里長,男,無,(730)臺南市新營區五興里五間厝113號之10,06-6581365,無,南新國中畢業,"臺南縣新營市第七、八屆五興里里長 
臺南市新營區第一、二屆五興里里長 
新營區五興里社區社區發展協會二任理事長",15,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,姑爺里,王　月順,里長,女,無,(730)臺南市新營區姑爺里挖仔31號,06-6552358,無,國小畢,"阿娟海產店負責人 
新營區第二屆姑爺里里長",9,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,新北里,陳　登山,里長,男,無,(730)臺南市新營區新北里長榮路二段293巷9號,06-6562772,無,專科畢業專科學校畢業程度自學進修學力鑑定考試及格,新營區新北里第1、2屆里長。中華民國木工業職業工會全國聯合會副理事長。大臺南木工業職業工會監事會召集人。臺南市職業總工會常務理事。臺南市新營區老人福利協進會常務理事。新營區新北社區發展協會理事長,24,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,新南里,沈　崑寶,里長,男,無,(730)臺南市新營區新南里隋唐街31巷28弄10號,06-6565188,無,南新國中畢業,"1.新南里里長 
2.新南社區發展協會理事長",26,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,新東里,盧　素香,里長,女,中國國民黨,(730)臺南市新營區新東里東光街109號,06-6375526,無,南榮技術學院企管科,"1.新營區第一屆里長 
2.新營區新東社區發展協會理事長 
3.市議員蔡育輝服務處秘書 
4.新營市第八屆市民代表 
5.新營市婦女會理事長",25,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,新營區,永平里,陳　國安,里長,男,無,(730)臺南市新營區永平里中山路245巷7號,06-6355291,無,環球科技大學中小企業管理科二專,"現職：新營真武殿上帝廟主任委員 
新營區永生里里長、臺南縣縫紉工會 
經歷：臺南縣92年特優里長、94年度模範勞工、臺南縣勞資事議仲裁委員、臺南縣更生保護會輔導員、臺南市100年度資深里長、臺南市103年度特優里長、新營市社區衛生促進委員會委員",19,,http://web.tainan.gov.tw/xinying/
107年度村里長選舉,臺南市,鹽水區,水秀里,顏　秀盆,里長,女,無,(737)臺南市鹽水區水秀里土庫24號,06-6528535,無,高中職以下,無,9,,無
107年度村里長選舉,臺南市,鹽水區,橋南里,陳　榮斌,里長,男,無,(737)臺南市鹽水區橋南里南門路201巷69號,06-6527588,無,高中職,無,14,,無
107年度村里長選舉,臺南市,鹽水區,汫水里,顏　瑞欽,里長,男,無,(737)臺南市鹽水區汫水里汫水港1號,06-6528944,無,高中職,無,8,,無
107年度村里長選舉,臺南市,鹽水區,岸內里,黃　育洧,里長,男,無,(737)臺南市鹽水區岸內里民生街11號,06-6536163,無,高中職以下,無,19,,無
107年度村里長選舉,臺南市,鹽水區,歡雅里,趙　榮其,里長,男,無,(737)臺南市鹽水區歡雅里中寮90號,06-6550868,無,高中職,無,15,,無
107年度村里長選舉,臺南市,鹽水區,津城里,柯　永茂,里長,男,無,(737)臺南市鹽水區津城里三福路16號,06-6521152,無,高中職,無,9,,無
107年度村里長選舉,臺南市,鹽水區,月港里,白　春桐,里長,男,無,(737)臺南市鹽水區月港里三福路61號,06-6535029,無,大學,無,10,,無
107年度村里長選舉,臺南市,鹽水區,三明里,陳　金印,里長,男,無,(737)臺南市鹽水區三明里舊營22號,06-6527366,無,高中職以下,無,13,,無
107年度村里長選舉,臺南市,鹽水區,義中里,陳　續賢,里長,男,無,(737)臺南市鹽水區義中里義稠108號,06-6529083,無,高中職以下,無,10,,無
107年度村里長選舉,臺南市,鹽水區,文昌里,王　武龍,里長,男,無,(737)臺南市鹽水區文昌里後寮40號,06-6521907,無,專科,無,11,,無
107年度村里長選舉,臺南市,鹽水區,竹林里,魏　英錕,里長,男,無,(737)臺南市鹽水區竹林里竹子腳107號,06-6551737,無,高中職以下,無,9,,無
107年度村里長選舉,臺南市,鹽水區,三和里,王　坤泉,里長,男,無,(737)臺南市鹽水區三和里麻油寮3之1號,06-6550509,無,高中職以下,無,8,,無
107年度村里長選舉,臺南市,鹽水區,坔頭港里,張　碩晉,里長,男,無,(737)臺南市鹽水區坔頭港里坔頭港171號,06-6895586,無,碩士,無,11,,無
107年度村里長選舉,臺南市,白河區,白河里,沈　美菊,里長,女,無,(732)臺南市白河區白河里康樂路2-18號,06-6852158,,土庫高職,,12,,
107年度村里長選舉,臺南市,白河區,永安里,葉　辛芳,里長,男,無,(732)臺南市白河區永安里大德街33號,06-6855311,無,,,17,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,外角里,盛　偉崇,里長,男,無,(732)臺南市白河區庄內里7鄰裕農路310號庄內外角聯合活動中心,06-6840541,無,高中,,10,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,庄內里,張　茂山,里長,男,無,(732)臺南市白河區庄內里7鄰裕農路310號庄內外角聯合活動中心,06-6850367,無,高中,,11,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,秀祐里,王　春棋,里長,男,無,(732)臺南市白河區秀祐里舉人街30-1號,06-6840186,無,育德高職,,5,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,河東里,劉　朝仁,里長,男,無,(732)臺南市白河區河東里80-19號,06-6856658,無,空中大學,,10,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,虎山里,吳　昕璨,里長,男,民主進步黨,(732)臺南市白河區虎山里木屐寮28-5號,06-6851872,無,崑山中學,,6,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,大林里,吳　進丁,里長,男,無,(732)臺南市白河區大林里檨子林20-16號,06-6830220,無,臺南市白河區河東國小,,6,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,崁頭里,陳　惠君,里長,女,無,(732)臺南市白河區崁頭里崁子頭19號,06-6856997,無,臺灣省立馬公高級中學,,4,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,六溪里,鐘　德銘,里長,男,無,(732)臺南市白河區六溪里4鄰14號,06-6857978,無,南新國中,,10,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,仙草里,詹　宗梧,里長,男,無,(732)臺南市白河區仙草里仙草埔7-5號,06-6831963,無,東亞高工,,15,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,關嶺里,楊　和男,里長,男,無,(732)臺南市白河區關嶺里28-3號,06-6822285,無,臺南市白河區關嶺國小,,14,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,大竹里,陳　國禎,里長,男,無,(732)臺南市白河區大竹里大排竹3號,06-6854174,無,臺南市白河區大竹國小,,10,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,竹門里,陳　新店,里長,男,無,(732)臺南市白河區竹門里竹子門113-5號,06-6830300,無,臺中光華高工肄業,,9,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,崎內里,黃　登志,里長,男,無,(732)臺南市白河區崎內里內崎內19-1號,06-6851979,無,國小,,10,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,昇安里,張　春美,里長,女,無,(732)臺南市白河區昇安里4鄰三間厝51之6號,06-6856874,無,南榮科技大學,,10,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,汴頭里,李　進財,里長,男,無,(732)臺南市白河區汴頭里4鄰內枋林20號,06-6852283,無,新營高中,,6,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,內角里,魏　榮俊,里長,男,無,(732)臺南市白河區內角里6鄰內角84之18號,06-6816077,無,專科,,8,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,詔豐里,曾　中成,里長,男,無,(732)臺南市白河區12鄰海豐厝86號,06-6852419,無,國軍常備士官班比敘高級中學,,14,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,廣蓮里,包　永松,里長,男,無,(732)臺南市白河區枋子林43之1號,06-6876631,無,臺南市白河區玉豐國小,,12,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,白河區,馬稠後里,陳　石圍,里長,男,無,(732)臺南市白河區草店29-1號,06-6816608,無,國立白河高級商工職業學校,,14,,http://www.baihe.gov.tw/
107年度村里長選舉,臺南市,柳營區,士林里,蔡　金生,里長,男,無,(736)臺南市柳營區士林里博愛街18號,06-6222104,無,新榮中學高中畢業,"1.第13、14、15、16、17屆鄉民代表 
2.第18屆鄉民代表會副主席 
3.第1、2屆里長",12,,無
107年度村里長選舉,臺南市,柳營區,光福里,黃　啟峰,里長,男,無,(736)臺南市柳營區光福里福德二街1號,06-6221456,無,遠東工專畢業,柳營區第1、2屆里長,12,,無
107年度村里長選舉,臺南市,柳營區,中埕里,王　天河,里長,男,無,(736)臺南市柳營區中埕里中山西路二段68號,06-6222961,無,國小畢業,"1.6屆中埕村長 
2.第1、2屆里長",8,,無
107年度村里長選舉,臺南市,柳營區,東昇里,楊　清風,里長,男,無,(736)臺南市柳營區東昇里中山西路二段19巷35號,06-6223577,無,新榮工商,"1.第17、18屆村長 
2.第1屆里長",19,,無
107年度村里長選舉,臺南市,柳營區,八翁里,林　靜芳,里長,女,無,(736)臺南市柳營區八翁里八老爺56號,06-6220770,無,大仁藥專畢,"1.第17、18屆村長 
2.第1、2屆里長",13,,無
107年度村里長選舉,臺南市,柳營區,人和里,施　明朝,里長,男,無,(736)臺南市柳營區人和里柳營路三段291號,06-6225629,無,高中,"1.第18屆村長 
2.第1、2屆里長",7,,無
107年度村里長選舉,臺南市,柳營區,太康里,林　國明,里長,男,無,(736)臺南市柳營區太康里太康15號之1,06-6221382,無,新榮高中肄業,"1.第18屆村長 
2.第1、2屆里長",13,,無
107年度村里長選舉,臺南市,柳營區,重溪里,蔡　明宏,里長,男,無,(736)臺南市柳營區篤農里小脚腿226號之1,06-6231069,無,專科畢業,"1.第16、17、18屆鄉民代表 
2.第1屆里長",13,,無
107年度村里長選舉,臺南市,柳營區,篤農里,陳　献堂,里長,男,無,(736)臺南市柳營區篤農里小脚腿226號之1,06-6230159,無,重溪國民小學,"1.柳營鄉第16、17、18屆村長 
2.第1、2屆里長",10,,無
107年度村里長選舉,臺南市,柳營區,大農里,連　張素珠,里長,女,無,(736)臺南市柳營區大農里義士路一段310號,06-6230162,無,聖賢國小畢業,無,7,,無
107年度村里長選舉,臺南市,柳營區,神農里,蔡　明燈,里長,男,無,(736)臺南市柳營區神農里果毅後299之2號,06-6232438,無,高中肄業,無,11,,無
107年度村里長選舉,臺南市,柳營區,果毅里,張　順士,里長,男,無,(736)臺南市柳營區果毅里果毅後156號之2,06-6230195,無,果毅國小,"1.第16、17、18屆鄉民代表 
2.第2屆里長",10,,無
107年度村里長選舉,臺南市,柳營區,旭山里,張　文獻,里長,男,無,(736)臺南市柳營區旭山里新吉庄8號,06-6231308,無,柳營國中,第2屆里長,11,,無
107年度村里長選舉,臺南市,後壁區,後壁里,陳　志成,里長,男,無,(731)臺南市後壁區後壁里193號,06-6871636,,高中職,,9,,
107年度村里長選舉,臺南市,後壁區,侯伯里,廖　義順,里長,男,無,(731)臺南市後壁區後壁里193號,06-6872477,,國小,,8,,
107年度村里長選舉,臺南市,後壁區,嘉苳里,蔡　德聖,里長,男,無,(731)臺南市後壁區嘉苳里67-2號,06-6871151,,高中職,,9,,
107年度村里長選舉,臺南市,後壁區,土溝里,林　木己,里長,男,無,(731)臺南市後壁區土溝里56-18號,06-6872099,,國小,,8,,
107年度村里長選舉,臺南市,後壁區,竹新里,莊　瑞麟,里長,男,無,(731)臺南市後壁區竹新里106號,06-6372379,,高中職,,10,,
107年度村里長選舉,臺南市,後壁區,新東里,徐　育新,里長,男,無,(731)臺南市後壁區新東里60-2號,06-6373828,,高中職,,9,,
107年度村里長選舉,臺南市,後壁區,頂安里,林　丁和,里長,男,無,(731)臺南市後壁區頂安里91-1號,06-6361382,,高中職,,7,,
107年度村里長選舉,臺南市,後壁區,長安里,黃　秀梅,里長,女,無,(731)臺南市後壁區長安里105-1號,06-6325178,,高中職,,8,,
107年度村里長選舉,臺南市,後壁區,福安里,林　明智,里長,男,無,(731)臺南市後壁區福安里72-2號,06-6361189,,國中,,13,,
107年度村里長選舉,臺南市,後壁區,菁寮里,殷　献政,里長,男,無,(731)臺南市後壁區菁寮里321號,06-6621794,,高中職,,12,,
107年度村里長選舉,臺南市,後壁區,新嘉里,張　細雲,里長,男,民主進步黨,(731)臺南市後壁區新嘉里172號,06-6622650,,國小,,8,,
107年度村里長選舉,臺南市,後壁區,長短樹里,廖　春旗,里長,男,無,(731)臺南市後壁區長短樹里58-5號,06-6622190,,高中職,,15,,
107年度村里長選舉,臺南市,後壁區,上茄苳里,黃　崑茂,里長,男,無,(731)臺南市後壁區上茄苳里46-28號,06-6881466,,高中職,,15,,
107年度村里長選舉,臺南市,後壁區,菁豐里,楊　玉年,里長,女,無,(731)臺南市後壁區菁豐里74號,06-6621976,,高中職,,11,,
107年度村里長選舉,臺南市,東山區,東山里,卓　睿杰,里長,男,無,(733)臺南市東山區東山里東山里225號,06-6802100#125,,高中職,,11,,
107年度村里長選舉,臺南市,東山區,東中里,蘇　木武,里長,男,無,(733)臺南市東山區東山里東山里225號,06-6802100#125,,國小,東中里第2.3屆里長,20,,
107年度村里長選舉,臺南市,東山區,東正里,蘇　明田,里長,男,無,(733)臺南市東山區東山里東山里225號,06-6802100#125,,專科,,13,,
107年度村里長選舉,臺南市,東山區,三榮里,白　進德,里長,男,無,(733)臺南市東山區東山里東山里225號,06-6802100#125,,高中職以下,三榮里第3屆里長,10,,
107年度村里長選舉,臺南市,東山區,大客里,楊　蒼文,里長,男,無,(733)臺南市東山區東山里東山里225號,06-6802100#125,,國中,東山區農會第14.15.16小組長、第17.18屆農會代表、第18屆農會理事,10,,
107年度村里長選舉,臺南市,東山區,科里里,王　元正,里長,男,無,(733)臺南市東山區東山里東山里225號,06-6802100#125,,高中職,,12,,
107年度村里長選舉,臺南市,東山區,東河里,吳　火生,里長,男,無,(733)臺南市東山區東河里1鄰吉貝耍16-1號,06-6233817,,高中職以下,1.東河村村長2.東山鄉民代表3.東河社區理事長4.東河里里長,8,,
107年度村里長選舉,臺南市,東山區,南溪里,洪　志忠,里長,男,無,(733)臺南市東山區南溪里牛肉崎29號,06-6230296,,高中職,南溪里第1.2.3屆里長,6,,
107年度村里長選舉,臺南市,東山區,水雲里,陳　福松,里長,男,無,(733)臺南市東山區水雲里14-11號,06-6230296,,高中職以下,水雲里第1.2.3屆里長,9,,
107年度村里長選舉,臺南市,東山區,林安里,李　進生,里長,男,無,(733)臺南市東山區東原里1鄰3號,06-6861001,,國中,尚順產後護理之家執行長、林安里第3屆里長,6,,
107年度村里長選舉,臺南市,東山區,東原里,葉　孟亮,里長,男,無,(733)臺南市東山區東原里1鄰3號,06-6861001,,高中職,前議員鄭鴻權助理、前議員詹龍洲助理、現任張世賢議員助理、東山調解委員、東原社區發展協會理事長,22,,
107年度村里長選舉,臺南市,東山區,嶺南里,陳　慶銘,里長,男,無,(733)臺南市東山區東原里1鄰3號,06-6861001,,國中,東原國小家長會會長、東山區農會代表,9,,
107年度村里長選舉,臺南市,東山區,南勢里,楊　宗頴,里長,男,無,(733)臺南市東山區東原里1鄰3號,06-6861001,,高中,東原派出所義警顧問團團長、南勢社區發展協會常務監事,18,,
107年度村里長選舉,臺南市,東山區,青山里,李　正才,里長,男,無,(733)臺南市東山區青山里31-1號,06-6861935,,高中職,青山村第18屆村長.青山里第1.2.3屆里長,15,,
107年度村里長選舉,臺南市,東山區,高原里,羅　献龍,里長,男,無,(733)臺南市東山區青山里31-1號,06-6861935,,國中,農會代表,10,,
107年度村里長選舉,臺南市,東山區,聖賢里,林　俊儀,里長,男,無,(733)臺南市東山區聖賢里4鄰北勢寮76-3號,06-6330549,,專科,聖賢社區發展協會理事長、聖賢國小校友會理事長,14,,
107年度村里長選舉,臺南市,麻豆區,東角里,林　釗洧,里長,男,民主進步黨,(721)臺南市麻豆區東角里忠孝路44號之1活動中心,06-5710843,無,"1.麻豆國小 
2曾文中學初中高中畢業 
3.國立中興大學土木工程學系畢業 
4.國立高雄師範大學教研所碩士班結業","1.麻豆鎮教育會總幹事 
2.國立曾文農工網球會會長 
3.國立曾文農工教師退休 
4.東角里長壽俱樂部會長 
5.東角里天后宮重建管理委員會總幹事 
6.東角里里長",13,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,晋江里,榮　志強,里長,男,無,(721)臺南市麻豆區晋江里民權路20-1號,06-5728094,無,專科,"1.曾任麻豆鎮第十七、十八屆里長 
2.現任第十六屆農會代表 
3.現任麻豆義消分隊義消 
4.曾任第十四、十五屆農會代表 
5.曾獲選98年度臺南縣特優里長",16,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,巷口里,莊　信哲,里長,男,無,(721)臺南市麻豆區巷口里和平路3號慶安宮,06-5725624,無,"1.培文國小 
2.麻豆國中 
3.新榮工商","1.華屋企業有限公司負責人 
2.培文國小家長會會長 
3.麻豆國中家長會會長 
4.黎明中學家長會副會長 
5.曾文家商家長會副會長 
6.麻豆鎮第十六屆鎮民代表會代表 
7.麻豆鎮第十七屆鎮民代表會副主席 
8.巷口慶安宮管理委員會常務監察、副主任委員 
9.臺南市麻豆區巷口里第一、第二屆里長 
10.巷口社區發展協會常務監察 
11.保寧宮顧問",10,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,中興里,吳　振和,里長,男,無,(721)臺南市麻豆區中興里自由路8號之6中興興農活動中心,06-5714001,無,國小,"1.和益印刷廠負責人 
2.良皇宮執行總幹事 
3.良皇宮主任委員 
4.臺南市麻豆區中興里第一、二屆里長",12,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,興農里,孫　施秀蘭,里長,女,無,(721)臺南市麻豆區興農里成功街6-3號南清宮,06-5726621,無,國小,"1.鄰長 
2.興農社區發展協會第二、三屆理事",9,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,油車里,施　福春,里長,男,無,(721)臺南市麻豆區油車里油車95號活動中心,06-5712437,無,初中 肄業,"1.油車社區發展協會總幹事 
2.油車里十字路太子宮主任委員 
3.臺南市關懷協會評鑑委員 
4.臺南市關懷推展協會常務理事 
5.臺南市麻豆區中低收入戶審計委員",16,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,北勢里,莊　嘉富,里長,男,民主進步黨,(721)臺南市麻豆區北勢里加輦邦29號永安宮,06-5706779,無,"1.曾文高級中學 
2.陽明高中","1.麻愛幼稚園董事長 
2.麻豆鎮民代表會第12屆代表 
3.麻豆農會第12屆代表 
4.北勢里長壽俱樂部創會會長 
5.臺南市農改生物科技合作社理事主席",10,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,大埕里,陳　焜儔,里長,男,無,(721)臺南市麻豆區大埕里大同街26-2號活動中心,06-5723305,無,高職畢業,臺南市麻豆區第二、三屆麻豆區大埕里里長,12,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,南勢里,陳　天誠,里長,男,無,(721)臺南市麻豆區南勢里南勢36-204號活動中心,0932-984-812,無,省立臺南高農土木科,臺南市麻豆區第二屆南勢里里長,17,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,寮廍里,陳　發強,里長,男,民主進步黨,(721)臺南市麻豆區寮廍里寮子廍3號護安宮,06-5722192,無,麻豆國中,"1.麻豆鎮民代表 
2.文正國小家長會長 
3.臺南市麻豆區第一、二屆寮廍里里長",11,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,埤頭里,李　開通,里長,男,民主進步黨,(721)臺南市麻豆區埤頭里埤頭110之1號活動中心,06-5703607,無,"1.大山國小 
2.麻豆國中 
3.曾文農工","1.麻豆區公所里幹事 
2.麻豆區公所清潔隊長 
3.麻豆區公所民政課長",16,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,海埔里,張　錦煌,里長,男,無,(721)臺南市麻豆區海埔里海埔43號中山堂,06-5704355,無,高職畢業,臺南市第二屆麻豆區大山里里長,16,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,港尾里,蔡　淑綢,里長,女,無,(721)臺南市麻豆區港尾里港子尾48號之2活動中心,06-5704678,無,天仁工商,"1.農會會員代表 
2.鎮民代表 
3.臺南市麻豆區第一、二屆里長",9,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,麻口里,鍾　慧琴,里長,女,無,(721)臺南市麻豆區麻口里麻豆口54-6號活動中心,06-5702059,無,佳興國中,臺南市麻豆區第2屆里長,9,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,安業里,李　士博,里長,男,無,(721)臺南市麻豆區安業里安業227號之10活動中心,06-5727344,無,國小,"1.臺南縣安西里第十七、十八屆里長 
2.臺南市麻豆區安西里第一、二屆里長",11,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,安正里,李　勝忠,里長,男,無,(721)臺南市麻豆區安正里方厝寮4-1號（活動中心）,06-5717901,無,曾文高中,"1.農會小組長 
2.社子、前班長壽會會長",6,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,新興里,王　新添,里長,男,無,(721)臺南市麻豆區新興里中山路165號之2（里長宅）,06-5722430,無,曾文初中肄業,"1.臺南縣麻豆鎮新建里第十六-十八屆里長 
2.臺南市麻豆區第一-二屆里長 
3.培文國小家長會顧問 
4.萬福宮委員 
5.新建社區裡理事長",12,,http://www.madou.gov.tw/
107年度村里長選舉,臺南市,麻豆區,謝厝寮里,江　茂晟,里長,男,民主進步黨,(721)臺南市麻豆區謝厝寮里謝厝寮53號紀安宮,06-5729436,無,南臺工專,"1.臺南縣麻豆鎮第十八屆中民里里長 
2.臺南市麻豆區第一-二屆中民里里長",11,,http://www.madou.gov.tw/
